timestamp,message
2017-06-25 11:21:45.005,!V TRIAL_VAR block experiment
2017-06-25 11:21:45.006,!V TRIAL_VAR stimulus_text text_1
2017-06-25 11:21:45.006,!V TRIAL_VAR stimulus_color color1
2017-06-25 11:21:45.007,!V TRIAL_VAR congruency congruet
2017-06-25 11:21:45.008,!V TRIAL_VAR accuracy correct
2017-06-25 11:21:45.008,TRIAL_END
2017-06-25 11:21:45.009,TRIALID 86
2017-06-25 11:21:45.038,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:21:46.090,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:21:46.764,!E TRIAL_EVENT_VAR response
2017-06-25 11:21:48.273,!V TRIAL_VAR block experiment
2017-06-25 11:21:48.274,!V TRIAL_VAR stimulus_text text_3
2017-06-25 11:21:48.275,!V TRIAL_VAR stimulus_color color1
2017-06-25 11:21:48.275,!V TRIAL_VAR congruency neutral
2017-06-25 11:21:48.276,!V TRIAL_VAR accuracy incorrect
2017-06-25 11:21:48.277,TRIAL_END
2017-06-25 11:21:48.278,TRIALID 87
2017-06-25 11:21:48.323,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:21:49.356,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:21:50.428,!E TRIAL_EVENT_VAR response
2017-06-25 11:21:51.940,!V TRIAL_VAR block experiment
2017-06-25 11:21:51.941,!V TRIAL_VAR stimulus_text text_3
2017-06-25 11:21:51.941,!V TRIAL_VAR stimulus_color color2
2017-06-25 11:21:51.942,!V TRIAL_VAR congruency neutral
2017-06-25 11:21:51.943,!V TRIAL_VAR accuracy correct
2017-06-25 11:21:51.943,TRIAL_END
2017-06-25 11:21:51.944,TRIALID 88
2017-06-25 11:21:51.990,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:21:53.040,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:21:54.084,!E TRIAL_EVENT_VAR response
2017-06-25 11:21:55.592,!V TRIAL_VAR block experiment
2017-06-25 11:21:55.593,!V TRIAL_VAR stimulus_text text_2
2017-06-25 11:21:55.593,!V TRIAL_VAR stimulus_color color2
2017-06-25 11:21:55.594,!V TRIAL_VAR congruency congruet
2017-06-25 11:21:55.594,!V TRIAL_VAR accuracy correct
2017-06-25 11:21:55.595,TRIAL_END
2017-06-25 11:21:55.595,TRIALID 89
2017-06-25 11:21:55.625,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:21:56.677,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:21:57.316,!E TRIAL_EVENT_VAR response
2017-06-25 11:21:58.826,!V TRIAL_VAR block experiment
2017-06-25 11:21:58.827,!V TRIAL_VAR stimulus_text text_2
2017-06-25 11:21:58.828,!V TRIAL_VAR stimulus_color color1
2017-06-25 11:21:58.828,!V TRIAL_VAR congruency incongruet
2017-06-25 11:21:58.829,!V TRIAL_VAR accuracy correct
2017-06-25 11:21:58.830,TRIAL_END
2017-06-25 11:21:58.831,TRIALID 90
2017-06-25 11:21:58.860,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:21:59.893,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:22:00.700,!E TRIAL_EVENT_VAR response
2017-06-25 11:22:02.210,!V TRIAL_VAR block experiment
2017-06-25 11:22:02.211,!V TRIAL_VAR stimulus_text text_3
2017-06-25 11:22:02.211,!V TRIAL_VAR stimulus_color color2
2017-06-25 11:22:02.212,!V TRIAL_VAR congruency neutral
2017-06-25 11:22:02.212,!V TRIAL_VAR accuracy correct
2017-06-25 11:22:02.213,TRIAL_END
2017-06-25 11:22:02.213,TRIALID 91
2017-06-25 11:22:02.244,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:22:03.312,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:22:03.709,!E TRIAL_EVENT_VAR response
2017-06-25 11:22:05.212,!V TRIAL_VAR block experiment
2017-06-25 11:22:05.213,!V TRIAL_VAR stimulus_text text_1
2017-06-25 11:22:05.214,!V TRIAL_VAR stimulus_color color1
2017-06-25 11:22:05.215,!V TRIAL_VAR congruency congruet
2017-06-25 11:22:05.216,!V TRIAL_VAR accuracy correct
2017-06-25 11:22:05.216,TRIAL_END
2017-06-25 11:22:05.217,TRIALID 92
2017-06-25 11:22:05.262,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:22:06.296,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:22:06.861,!E TRIAL_EVENT_VAR response
2017-06-25 11:22:08.379,!V TRIAL_VAR block experiment
2017-06-25 11:22:08.380,!V TRIAL_VAR stimulus_text text_2
2017-06-25 11:22:08.381,!V TRIAL_VAR stimulus_color color1
2017-06-25 11:22:08.381,!V TRIAL_VAR congruency incongruet
2017-06-25 11:22:08.382,!V TRIAL_VAR accuracy correct
2017-06-25 11:22:08.383,TRIAL_END
2017-06-25 11:22:08.384,TRIALID 93
2017-06-25 11:22:08.430,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:22:09.480,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:22:09.909,!E TRIAL_EVENT_VAR response
2017-06-25 11:22:11.414,!V TRIAL_VAR block experiment
2017-06-25 11:22:11.414,!V TRIAL_VAR stimulus_text text_3
2017-06-25 11:22:11.415,!V TRIAL_VAR stimulus_color color2
2017-06-25 11:22:11.416,!V TRIAL_VAR congruency neutral
2017-06-25 11:22:11.417,!V TRIAL_VAR accuracy correct
2017-06-25 11:22:11.417,TRIAL_END
2017-06-25 11:22:11.418,TRIALID 94
2017-06-25 11:22:11.464,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:22:12.497,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:22:13.149,!E TRIAL_EVENT_VAR response
2017-06-25 11:22:14.665,!V TRIAL_VAR block experiment
2017-06-25 11:22:14.666,!V TRIAL_VAR stimulus_text text_1
2017-06-25 11:22:14.667,!V TRIAL_VAR stimulus_color color1
2017-06-25 11:22:14.668,!V TRIAL_VAR congruency congruet
2017-06-25 11:22:14.669,!V TRIAL_VAR accuracy correct
2017-06-25 11:22:14.669,TRIAL_END
2017-06-25 11:22:14.670,TRIALID 95
2017-06-25 11:22:14.699,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:22:15.749,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:22:16.141,!E TRIAL_EVENT_VAR response
2017-06-25 11:22:17.649,!V TRIAL_VAR block experiment
2017-06-25 11:22:17.650,!V TRIAL_VAR stimulus_text text_3
2017-06-25 11:22:17.651,!V TRIAL_VAR stimulus_color color2
2017-06-25 11:22:17.652,!V TRIAL_VAR congruency neutral
2017-06-25 11:22:17.653,!V TRIAL_VAR accuracy correct
2017-06-25 11:22:17.653,TRIAL_END
2017-06-25 11:22:17.654,TRIALID 96
2017-06-25 11:22:17.700,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:22:18.750,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:22:19.253,!E TRIAL_EVENT_VAR response
2017-06-25 11:22:20.767,!V TRIAL_VAR block experiment
2017-06-25 11:22:20.768,!V TRIAL_VAR stimulus_text text_2
2017-06-25 11:22:20.769,!V TRIAL_VAR stimulus_color color2
2017-06-25 11:22:20.770,!V TRIAL_VAR congruency congruet
2017-06-25 11:22:20.771,!V TRIAL_VAR accuracy incorrect
2017-06-25 11:22:20.772,TRIAL_END
2017-06-25 11:22:20.773,TRIALID 97
2017-06-25 11:22:20.801,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:22:21.851,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:22:22.397,!E TRIAL_EVENT_VAR response
2017-06-25 11:22:23.902,!V TRIAL_VAR block experiment
2017-06-25 11:22:23.903,!V TRIAL_VAR stimulus_text text_1
2017-06-25 11:22:23.904,!V TRIAL_VAR stimulus_color color2
2017-06-25 11:22:23.904,!V TRIAL_VAR congruency incongruet
2017-06-25 11:22:23.905,!V TRIAL_VAR accuracy correct
2017-06-25 11:22:23.906,TRIAL_END
2017-06-25 11:22:23.906,TRIALID 98
2017-06-25 11:22:23.953,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:22:25.003,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:22:25.478,!E TRIAL_EVENT_VAR response
2017-06-25 11:22:26.986,!V TRIAL_VAR block experiment
2017-06-25 11:22:26.987,!V TRIAL_VAR stimulus_text text_1
2017-06-25 11:22:26.988,!V TRIAL_VAR stimulus_color color2
2017-06-25 11:22:26.988,!V TRIAL_VAR congruency incongruet
2017-06-25 11:22:26.989,!V TRIAL_VAR accuracy correct
2017-06-25 11:22:26.990,TRIAL_END
2017-06-25 11:22:26.991,TRIALID 99
2017-06-25 11:22:27.020,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:22:28.070,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:22:28.542,!E TRIAL_EVENT_VAR response
2017-06-25 11:22:30.054,!V TRIAL_VAR block experiment
2017-06-25 11:22:30.055,!V TRIAL_VAR stimulus_text text_2
2017-06-25 11:22:30.055,!V TRIAL_VAR stimulus_color color1
2017-06-25 11:22:30.056,!V TRIAL_VAR congruency incongruet
2017-06-25 11:22:30.057,!V TRIAL_VAR accuracy correct
2017-06-25 11:22:30.057,TRIAL_END
2017-06-25 11:22:30.058,TRIALID 100
2017-06-25 11:22:30.087,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:22:31.140,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:22:31.661,!E TRIAL_EVENT_VAR response
2017-06-25 11:22:33.172,!V TRIAL_VAR block experiment
2017-06-25 11:22:33.173,!V TRIAL_VAR stimulus_text text_2
2017-06-25 11:22:33.173,!V TRIAL_VAR stimulus_color color1
2017-06-25 11:22:33.174,!V TRIAL_VAR congruency incongruet
2017-06-25 11:22:33.175,!V TRIAL_VAR accuracy correct
2017-06-25 11:22:33.175,TRIAL_END
2017-06-25 11:22:33.176,TRIALID 101
2017-06-25 11:22:33.206,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:22:34.239,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:22:34.718,!E TRIAL_EVENT_VAR response
2017-06-25 11:22:36.223,!V TRIAL_VAR block experiment
2017-06-25 11:22:36.224,!V TRIAL_VAR stimulus_text text_2
2017-06-25 11:22:36.224,!V TRIAL_VAR stimulus_color color2
2017-06-25 11:22:36.225,!V TRIAL_VAR congruency congruet
2017-06-25 11:22:36.226,!V TRIAL_VAR accuracy correct
2017-06-25 11:22:36.226,TRIAL_END
2017-06-25 11:22:36.227,TRIALID 102
2017-06-25 11:22:36.257,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:22:37.292,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:22:37.790,!E TRIAL_EVENT_VAR response
2017-06-25 11:22:39.307,!V TRIAL_VAR block experiment
2017-06-25 11:22:39.308,!V TRIAL_VAR stimulus_text text_1
2017-06-25 11:22:39.309,!V TRIAL_VAR stimulus_color color1
2017-06-25 11:22:39.310,!V TRIAL_VAR congruency congruet
2017-06-25 11:22:39.311,!V TRIAL_VAR accuracy correct
2017-06-25 11:22:39.312,TRIAL_END
2017-06-25 11:22:39.313,TRIALID 103
2017-06-25 11:22:39.341,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:22:40.375,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:22:40.918,!E TRIAL_EVENT_VAR response
2017-06-25 11:22:42.424,!V TRIAL_VAR block experiment
2017-06-25 11:22:42.425,!V TRIAL_VAR stimulus_text text_3
2017-06-25 11:22:42.426,!V TRIAL_VAR stimulus_color color2
2017-06-25 11:22:42.427,!V TRIAL_VAR congruency neutral
2017-06-25 11:22:42.428,!V TRIAL_VAR accuracy correct
2017-06-25 11:22:42.428,TRIAL_END
2017-06-25 11:22:42.429,TRIALID 104
2017-06-25 11:22:42.458,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:22:43.509,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:22:44.295,!E TRIAL_EVENT_VAR response
2017-06-25 11:22:45.810,!V TRIAL_VAR block experiment
2017-06-25 11:22:45.811,!V TRIAL_VAR stimulus_text text_3
2017-06-25 11:22:45.812,!V TRIAL_VAR stimulus_color color1
2017-06-25 11:22:45.812,!V TRIAL_VAR congruency neutral
2017-06-25 11:22:45.814,!V TRIAL_VAR accuracy correct
2017-06-25 11:22:45.814,TRIAL_END
2017-06-25 11:22:45.815,TRIALID 105
2017-06-25 11:22:45.860,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:22:46.894,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:22:47.438,!E TRIAL_EVENT_VAR response
2017-06-25 11:22:48.944,!V TRIAL_VAR block experiment
2017-06-25 11:22:48.944,!V TRIAL_VAR stimulus_text text_2
2017-06-25 11:22:48.945,!V TRIAL_VAR stimulus_color color1
2017-06-25 11:22:48.945,!V TRIAL_VAR congruency incongruet
2017-06-25 11:22:48.946,!V TRIAL_VAR accuracy incorrect
2017-06-25 11:22:48.947,TRIAL_END
2017-06-25 11:22:48.947,TRIALID 106
2017-06-25 11:22:48.994,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:22:50.028,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:22:51.528,!E TRIAL_EVENT_VAR response
2017-06-25 11:22:53.046,!V TRIAL_VAR block experiment
2017-06-25 11:22:53.047,!V TRIAL_VAR stimulus_text text_3
2017-06-25 11:22:53.048,!V TRIAL_VAR stimulus_color color2
2017-06-25 11:22:53.049,!V TRIAL_VAR congruency neutral
2017-06-25 11:22:53.049,!V TRIAL_VAR accuracy incorrect
2017-06-25 11:22:53.050,TRIAL_END
2017-06-25 11:22:53.051,TRIALID 107
2017-06-25 11:22:53.080,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:22:54.115,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:22:54.559,!E TRIAL_EVENT_VAR response
2017-06-25 11:22:56.063,!V TRIAL_VAR block experiment
2017-06-25 11:22:56.064,!V TRIAL_VAR stimulus_text text_3
2017-06-25 11:22:56.065,!V TRIAL_VAR stimulus_color color2
2017-06-25 11:22:56.065,!V TRIAL_VAR congruency neutral
2017-06-25 11:22:56.066,!V TRIAL_VAR accuracy correct
2017-06-25 11:22:56.067,TRIAL_END
2017-06-25 11:22:56.067,TRIALID 108
2017-06-25 11:22:56.097,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:22:57.147,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:22:57.703,!E TRIAL_EVENT_VAR response
2017-06-25 11:22:59.214,!V TRIAL_VAR block experiment
2017-06-25 11:22:59.215,!V TRIAL_VAR stimulus_text text_3
2017-06-25 11:22:59.215,!V TRIAL_VAR stimulus_color color2
2017-06-25 11:22:59.216,!V TRIAL_VAR congruency neutral
2017-06-25 11:22:59.217,!V TRIAL_VAR accuracy correct
2017-06-25 11:22:59.217,TRIAL_END
2017-06-25 11:22:59.218,TRIALID 109
2017-06-25 11:22:59.248,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:23:00.298,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:23:00.919,!E TRIAL_EVENT_VAR response
2017-06-25 11:23:02.432,!V TRIAL_VAR block experiment
2017-06-25 11:23:02.433,!V TRIAL_VAR stimulus_text text_1
2017-06-25 11:23:02.433,!V TRIAL_VAR stimulus_color color2
2017-06-25 11:23:02.434,!V TRIAL_VAR congruency incongruet
2017-06-25 11:23:02.435,!V TRIAL_VAR accuracy correct
2017-06-25 11:23:02.435,TRIAL_END
2017-06-25 11:23:02.436,TRIALID 110
2017-06-25 11:23:02.465,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:23:03.500,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:23:04.264,!E TRIAL_EVENT_VAR response
2017-06-25 11:23:05.767,!V TRIAL_VAR block experiment
2017-06-25 11:23:05.768,!V TRIAL_VAR stimulus_text text_1
2017-06-25 11:23:05.769,!V TRIAL_VAR stimulus_color color1
2017-06-25 11:23:05.769,!V TRIAL_VAR congruency congruet
2017-06-25 11:23:05.770,!V TRIAL_VAR accuracy incorrect
2017-06-25 11:23:05.771,TRIAL_END
2017-06-25 11:23:05.772,TRIALID 111
2017-06-25 11:23:05.817,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:23:06.851,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:23:07.791,!E TRIAL_EVENT_VAR response
2017-06-25 11:23:09.301,!V TRIAL_VAR block experiment
2017-06-25 11:23:09.302,!V TRIAL_VAR stimulus_text text_3
2017-06-25 11:23:09.303,!V TRIAL_VAR stimulus_color color1
2017-06-25 11:23:09.304,!V TRIAL_VAR congruency neutral
2017-06-25 11:23:09.305,!V TRIAL_VAR accuracy correct
2017-06-25 11:23:09.305,TRIAL_END
2017-06-25 11:23:09.306,TRIALID 112
2017-06-25 11:23:09.335,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:23:10.385,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:23:11.335,!E TRIAL_EVENT_VAR response
2017-06-25 11:23:12.852,!V TRIAL_VAR block experiment
2017-06-25 11:23:12.853,!V TRIAL_VAR stimulus_text text_1
2017-06-25 11:23:12.854,!V TRIAL_VAR stimulus_color color1
2017-06-25 11:23:12.854,!V TRIAL_VAR congruency congruet
2017-06-25 11:23:12.855,!V TRIAL_VAR accuracy correct
2017-06-25 11:23:12.856,TRIAL_END
2017-06-25 11:23:12.857,TRIALID 113
2017-06-25 11:23:12.886,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:23:13.920,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:23:14.552,!E TRIAL_EVENT_VAR response
2017-06-25 11:23:16.071,!V TRIAL_VAR block experiment
2017-06-25 11:23:16.072,!V TRIAL_VAR stimulus_text text_2
2017-06-25 11:23:16.073,!V TRIAL_VAR stimulus_color color2
2017-06-25 11:23:16.074,!V TRIAL_VAR congruency congruet
2017-06-25 11:23:16.075,!V TRIAL_VAR accuracy correct
2017-06-25 11:23:16.075,TRIAL_END
2017-06-25 11:23:16.076,TRIALID 114
2017-06-25 11:23:16.104,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:23:17.155,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:23:18.656,!E TRIAL_EVENT_VAR response
2017-06-25 11:23:20.171,!V TRIAL_VAR block experiment
2017-06-25 11:23:20.172,!V TRIAL_VAR stimulus_text text_1
2017-06-25 11:23:20.173,!V TRIAL_VAR stimulus_color color1
2017-06-25 11:23:20.173,!V TRIAL_VAR congruency congruet
2017-06-25 11:23:20.174,!V TRIAL_VAR accuracy correct
2017-06-25 11:23:20.174,TRIAL_END
2017-06-25 11:23:20.175,TRIALID 115
2017-06-25 11:23:20.205,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:23:21.256,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:23:22.648,!E TRIAL_EVENT_VAR response
2017-06-25 11:23:24.157,!V TRIAL_VAR block experiment
2017-06-25 11:23:24.158,!V TRIAL_VAR stimulus_text text_2
2017-06-25 11:23:24.158,!V TRIAL_VAR stimulus_color color1
2017-06-25 11:23:24.159,!V TRIAL_VAR congruency incongruet
2017-06-25 11:23:24.160,!V TRIAL_VAR accuracy correct
2017-06-25 11:23:24.160,TRIAL_END
2017-06-25 11:23:24.161,TRIALID 116
2017-06-25 11:23:24.191,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:23:25.241,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:23:25.680,!E TRIAL_EVENT_VAR response
2017-06-25 11:23:27.191,!V TRIAL_VAR block experiment
2017-06-25 11:23:27.192,!V TRIAL_VAR stimulus_text text_1
2017-06-25 11:23:27.193,!V TRIAL_VAR stimulus_color color1
2017-06-25 11:23:27.194,!V TRIAL_VAR congruency congruet
2017-06-25 11:23:27.195,!V TRIAL_VAR accuracy correct
2017-06-25 11:23:27.196,TRIAL_END
2017-06-25 11:23:27.197,TRIALID 117
2017-06-25 11:23:27.241,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:23:28.275,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:23:28.648,!E TRIAL_EVENT_VAR response
2017-06-25 11:23:30.158,!V TRIAL_VAR block experiment
2017-06-25 11:23:30.159,!V TRIAL_VAR stimulus_text text_1
2017-06-25 11:23:30.160,!V TRIAL_VAR stimulus_color color2
2017-06-25 11:23:30.160,!V TRIAL_VAR congruency incongruet
2017-06-25 11:23:30.161,!V TRIAL_VAR accuracy correct
2017-06-25 11:23:30.161,TRIAL_END
2017-06-25 11:23:30.162,TRIALID 118
2017-06-25 11:23:30.194,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:23:31.242,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:23:31.608,!E TRIAL_EVENT_VAR response
2017-06-25 11:23:33.127,!V TRIAL_VAR block experiment
2017-06-25 11:23:33.127,!V TRIAL_VAR stimulus_text text_1
2017-06-25 11:23:33.128,!V TRIAL_VAR stimulus_color color1
2017-06-25 11:23:33.128,!V TRIAL_VAR congruency congruet
2017-06-25 11:23:33.129,!V TRIAL_VAR accuracy correct
2017-06-25 11:23:33.130,TRIAL_END
2017-06-25 11:23:33.130,TRIALID 119
2017-06-25 11:23:33.161,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:23:34.194,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:23:34.673,!E TRIAL_EVENT_VAR response
2017-06-25 11:23:36.177,!V TRIAL_VAR block experiment
2017-06-25 11:23:36.178,!V TRIAL_VAR stimulus_text text_2
2017-06-25 11:23:36.179,!V TRIAL_VAR stimulus_color color1
2017-06-25 11:23:36.179,!V TRIAL_VAR congruency incongruet
2017-06-25 11:23:36.180,!V TRIAL_VAR accuracy correct
2017-06-25 11:23:36.180,TRIAL_END
2017-06-25 11:23:36.181,TRIALID 120
2017-06-25 11:23:36.213,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:23:37.245,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:23:37.681,!E TRIAL_EVENT_VAR response
2017-06-25 11:23:39.195,!V TRIAL_VAR block experiment
2017-06-25 11:23:39.196,!V TRIAL_VAR stimulus_text text_3
2017-06-25 11:23:39.197,!V TRIAL_VAR stimulus_color color1
2017-06-25 11:23:39.198,!V TRIAL_VAR congruency neutral
2017-06-25 11:23:39.199,!V TRIAL_VAR accuracy correct
2017-06-25 11:23:39.200,TRIAL_END
2017-06-25 11:23:39.201,TRIALID 121
2017-06-25 11:23:39.245,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:23:40.279,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:23:40.601,!E TRIAL_EVENT_VAR response
2017-06-25 11:23:42.112,!V TRIAL_VAR block experiment
2017-06-25 11:23:42.114,!V TRIAL_VAR stimulus_text text_2
2017-06-25 11:23:42.115,!V TRIAL_VAR stimulus_color color1
2017-06-25 11:23:42.115,!V TRIAL_VAR congruency incongruet
2017-06-25 11:23:42.117,!V TRIAL_VAR accuracy correct
2017-06-25 11:23:42.117,TRIAL_END
2017-06-25 11:23:42.118,TRIALID 122
2017-06-25 11:23:42.163,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:23:43.198,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:23:43.721,!E TRIAL_EVENT_VAR response
2017-06-25 11:23:45.232,!V TRIAL_VAR block experiment
2017-06-25 11:23:45.233,!V TRIAL_VAR stimulus_text text_2
2017-06-25 11:23:45.234,!V TRIAL_VAR stimulus_color color2
2017-06-25 11:23:45.235,!V TRIAL_VAR congruency congruet
2017-06-25 11:23:45.236,!V TRIAL_VAR accuracy correct
2017-06-25 11:23:45.236,TRIAL_END
2017-06-25 11:23:45.237,TRIALID 123
2017-06-25 11:23:45.281,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:23:46.315,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:23:46.905,!E TRIAL_EVENT_VAR response
2017-06-25 11:23:48.415,!V TRIAL_VAR block experiment
2017-06-25 11:23:48.416,!V TRIAL_VAR stimulus_text text_1
2017-06-25 11:23:48.417,!V TRIAL_VAR stimulus_color color1
2017-06-25 11:23:48.417,!V TRIAL_VAR congruency congruet
2017-06-25 11:23:48.418,!V TRIAL_VAR accuracy correct
2017-06-25 11:23:48.419,TRIAL_END
2017-06-25 11:23:48.420,TRIALID 124
2017-06-25 11:23:48.449,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:23:49.483,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:23:49.921,!E TRIAL_EVENT_VAR response
2017-06-25 11:23:51.433,!V TRIAL_VAR block experiment
2017-06-25 11:23:51.434,!V TRIAL_VAR stimulus_text text_1
2017-06-25 11:23:51.435,!V TRIAL_VAR stimulus_color color1
2017-06-25 11:23:51.436,!V TRIAL_VAR congruency congruet
2017-06-25 11:23:51.437,!V TRIAL_VAR accuracy correct
2017-06-25 11:23:51.437,TRIAL_END
2017-06-25 11:23:51.439,TRIALID 125
2017-06-25 11:23:51.483,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:23:52.516,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:23:53.122,!E TRIAL_EVENT_VAR response
2017-06-25 11:23:54.635,!V TRIAL_VAR block experiment
2017-06-25 11:23:54.636,!V TRIAL_VAR stimulus_text text_3
2017-06-25 11:23:54.637,!V TRIAL_VAR stimulus_color color2
2017-06-25 11:23:54.638,!V TRIAL_VAR congruency neutral
2017-06-25 11:23:54.639,!V TRIAL_VAR accuracy correct
2017-06-25 11:23:54.639,TRIAL_END
2017-06-25 11:23:54.640,TRIALID 126
2017-06-25 11:23:54.668,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:23:55.702,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:23:56.138,!E TRIAL_EVENT_VAR response
2017-06-25 11:23:57.652,!V TRIAL_VAR block experiment
2017-06-25 11:23:57.653,!V TRIAL_VAR stimulus_text text_2
2017-06-25 11:23:57.654,!V TRIAL_VAR stimulus_color color1
2017-06-25 11:23:57.655,!V TRIAL_VAR congruency incongruet
2017-06-25 11:23:57.656,!V TRIAL_VAR accuracy correct
2017-06-25 11:23:57.656,TRIAL_END
2017-06-25 11:23:57.657,TRIALID 127
2017-06-25 11:23:57.685,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:23:58.736,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:23:59.169,!E TRIAL_EVENT_VAR response
2017-06-25 11:24:00.686,!V TRIAL_VAR block experiment
2017-06-25 11:24:00.687,!V TRIAL_VAR stimulus_text text_1
2017-06-25 11:24:00.687,!V TRIAL_VAR stimulus_color color1
2017-06-25 11:24:00.687,!V TRIAL_VAR congruency congruet
2017-06-25 11:24:00.688,!V TRIAL_VAR accuracy correct
2017-06-25 11:24:00.688,TRIAL_END
2017-06-25 11:24:00.689,TRIALID 128
2017-06-25 11:24:00.720,!E TRIAL_EVENT_VAR fixation
2017-06-25 11:24:01.770,!E TRIAL_EVENT_VAR stroop_start
2017-06-25 11:24:02.193,!E TRIAL_EVENT_VAR response
2017-06-25 11:24:03.704,!V TRIAL_VAR block experiment
2017-06-25 11:24:03.705,!V TRIAL_VAR stimulus_text text_2
2017-06-25 11:24:03.706,!V TRIAL_VAR stimulus_color color1
2017-06-25 11:24:03.706,!V TRIAL_VAR congruency incongruet
2017-06-25 11:24:03.708,!V TRIAL_VAR accuracy correct
2017-06-25 11:24:03.708,TRIAL_END
2017-06-25 11:24:03.709,TRIALID 129
2017-06-25 11:24:03.755,!E TRIAL_EVENT_VAR fixation
